Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2024-04-04,12:30,USD,Unemployment Claims,HIGH,,,
2024-04-04,16:15,USD,FOMC Member Barkin Speaks,MEDIUM,,,
2024-04-04,18:00,USD,FOMC Member Mester Speaks,MEDIUM,,,
2024-04-05,07:00,CHF,Foreign Currency Reserves,MEDIUM,,,
2024-04-05,08:30,GBP,Construction PMI,MEDIUM,,,
2024-04-05,12:30,CAD,Employment Change,HIGH,,,
2024-04-05,12:30,CAD,Unemployment Rate,HIGH,,,
2024-04-05,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-04-05,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-04-05,12:30,USD,Unemployment Rate,HIGH,,,
2024-04-05,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-04-08,15:15,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-04-10,02:00,NZD,Official Cash Rate,HIGH,,,
2024-04-10,02:00,NZD,RBNZ Rate Statement,HIGH,,,
2024-04-10,12:30,USD,Core CPI m/m,HIGH,,,
2024-04-10,12:30,USD,CPI m/m,HIGH,,,
2024-04-10,12:30,USD,CPI y/y,HIGH,,,
2024-04-10,13:45,CAD,BOC Monetary Policy Report,HIGH,,,
2024-04-10,13:45,CAD,BOC Rate Statement,HIGH,,,
2024-04-10,13:45,CAD,Overnight Rate,HIGH,,,
2024-04-10,14:30,CAD,BOC Press Conference,HIGH,,,
2024-04-10,16:45,USD,FOMC Member Barkin Speaks,MEDIUM,,,
2024-04-10,17:01,USD,10-y Bond Auction,MEDIUM,,,
2024-04-10,18:00,USD,FOMC Meeting Minutes,HIGH,,,
2024-04-11,01:30,CNY,CPI y/y,MEDIUM,,,
2024-04-11,01:30,CNY,PPI y/y,MEDIUM,,,
2024-04-11,12:15,EUR,Main Refinancing Rate,HIGH,,,
2024-04-11,12:15,EUR,Monetary Policy Statement,HIGH,,,
2024-04-11,12:30,USD,Core PPI m/m,HIGH,,,
2024-04-11,12:30,USD,PPI m/m,HIGH,,,
2024-04-11,12:30,USD,Unemployment Claims,HIGH,,,
2024-04-11,12:45,EUR,ECB Press Conference,HIGH,,,
2024-04-11,14:00,USD,FOMC Member Barkin Speaks,MEDIUM,,,
2024-04-11,17:01,USD,30-y Bond Auction,HIGH,,,
2024-04-12,06:00,GBP,GDP m/m,HIGH,,,
2024-04-12,10:54,CNY,New Loans,MEDIUM,,,
2024-04-12,14:00,USD,Prelim UoM Consumer Sentiment,HIGH,,,
2024-04-12,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-04-15,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-04-15,12:30,USD,Empire State Manufacturing Index,HIGH,,,
2024-04-15,12:30,USD,Retail Sales m/m,HIGH,,,
2024-04-16,02:00,CNY,Industrial Production y/y,HIGH,,,
2024-04-16,02:00,CNY,GDP q/y,MEDIUM,,,
2024-04-16,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-04-16,06:00,GBP,Claimant Count Change,HIGH,,,
2024-04-16,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-04-16,12:30,CAD,CPI m/m,HIGH,,,
2024-04-16,12:30,CAD,Median CPI y/y,HIGH,,,
2024-04-16,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-04-16,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-04-16,12:30,USD,Building Permits,MEDIUM,,,
2024-04-16,13:15,USD,Industrial Production m/m,MEDIUM,,,
2024-04-16,17:00,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-04-16,17:00,USD,FOMC Member Barkin Speaks,MEDIUM,,,
2024-04-16,17:15,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-04-16,17:15,USD,Fed Chair Powell Speaks,HIGH,,,
2024-04-16,22:45,NZD,CPI q/q,HIGH,,,
2024-04-17,06:00,GBP,CPI y/y,HIGH,,,
2024-04-17,16:00,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-04-17,18:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-04-17,21:30,USD,FOMC Member Mester Speaks,MEDIUM,,,
2024-04-18,01:30,AUD,Employment Change,HIGH,,,
2024-04-18,01:30,AUD,Unemployment Rate,HIGH,,,
2024-04-18,12:30,USD,Unemployment Claims,HIGH,,,
2024-04-18,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-04-18,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-04-19,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-04-22,01:15,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-04-22,01:15,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-04-22,15:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-04-23,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-04-23,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-04-23,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-04-23,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-04-23,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-04-23,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-04-23,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-04-23,08:30,GBP,Flash Services PMI,HIGH,,,
2024-04-23,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-04-23,13:45,USD,Flash Services PMI,HIGH,,,
2024-04-23,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-04-23,14:00,USD,New Home Sales,MEDIUM,,,
2024-04-24,01:30,AUD,CPI q/q,HIGH,,,
2024-04-24,01:30,AUD,CPI y/y,HIGH,,,
2024-04-24,01:30,AUD,Trimmed Mean CPI q/q,HIGH,,,
2024-04-24,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-04-24,12:30,CAD,Core Retail Sales m/m,MEDIUM,,,
2024-04-24,12:30,CAD,Retail Sales m/m,MEDIUM,,,
2024-04-24,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-04-24,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-04-25,12:30,USD,Advance GDP q/q,HIGH,,,
2024-04-25,12:30,USD,Unemployment Claims,HIGH,,,
2024-04-25,12:30,USD,Advance GDP Price Index q/q,MEDIUM,,,
2024-04-25,14:00,USD,Pending Home Sales m/m,HIGH,,,
2024-04-25,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-04-26,03:22,JPY,BOJ Outlook Report,HIGH,,,
2024-04-26,03:22,JPY,BOJ Policy Rate,HIGH,,,
2024-04-26,03:22,JPY,Monetary Policy Statement,HIGH,,,
2024-04-26,06:30,JPY,BOJ Press Conference,HIGH,,,
2024-04-26,08:00,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-04-26,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-04-26,14:00,USD,Revised UoM Consumer Sentiment,HIGH,,,
2024-04-29,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-04-29,07:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-04-30,01:00,NZD,ANZ Business Confidence,MEDIUM,,,
2024-04-30,01:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-04-30,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-04-30,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-04-30,09:00,EUR,Core CPI Flash Estimate y/y,MEDIUM,,,
2024-04-30,09:00,EUR,CPI Flash Estimate y/y,MEDIUM,,,
2024-04-30,12:30,CAD,GDP m/m,HIGH,,,
2024-04-30,12:30,USD,Employment Cost Index q/q,HIGH,,,
2024-04-30,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-04-30,13:45,USD,Chicago PMI,MEDIUM,,,
2024-04-30,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-04-30,22:45,NZD,Employment Change q/q,HIGH,,,
2024-04-30,22:45,NZD,Unemployment Rate,HIGH,,,
2024-05-01,01:00,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-05-01,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-05-01,13:45,USD,Final Manufacturing PMI,HIGH,,,
2024-05-01,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-05-01,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-05-01,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-05-01,18:00,USD,Federal Funds Rate,HIGH,,,
2024-05-01,18:00,USD,FOMC Statement,HIGH,,,
2024-05-01,18:30,USD,FOMC Press Conference,HIGH,,,
2024-05-01,20:15,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-05-02,06:30,CHF,CPI m/m,HIGH,,,
2024-05-02,12:30,USD,Unemployment Claims,HIGH,,,
2024-05-02,12:45,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-05-03,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-05-03,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-05-03,12:30,USD,Unemployment Rate,HIGH,,,
2024-05-03,13:45,USD,Final Services PMI,MEDIUM,,,
2024-05-03,14:00,USD,ISM Services PMI,HIGH,,,
2024-05-06,12:25,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-05-07,04:30,AUD,Cash Rate,HIGH,,,
2024-05-07,04:30,AUD,RBA Monetary Policy Statement,HIGH,,,
2024-05-07,04:30,AUD,RBA Rate Statement,HIGH,,,
2024-05-07,05:30,AUD,RBA Press Conference,MEDIUM,,,
2024-05-07,08:30,GBP,Construction PMI,MEDIUM,,,
2024-05-07,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-05-08,17:01,USD,10-y Bond Auction,MEDIUM,,,
2024-05-09,11:00,GBP,BOE Monetary Policy Report,HIGH,,,
2024-05-09,11:00,GBP,Monetary Policy Summary,HIGH,,,
2024-05-09,11:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2024-05-09,11:00,GBP,Official Bank Rate,HIGH,,,
2024-05-09,11:30,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-05-09,12:30,USD,Unemployment Claims,HIGH,,,
2024-05-09,15:00,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-05-09,17:01,USD,30-y Bond Auction,HIGH,,,
2024-05-10,06:00,GBP,GDP m/m,HIGH,,,
2024-05-10,06:00,GBP,Prelim GDP q/q,MEDIUM,,,
2024-05-10,12:30,CAD,Employment Change,HIGH,,,
2024-05-10,12:30,CAD,Unemployment Rate,HIGH,,,
2024-05-10,14:00,USD,Prelim UoM Consumer Sentiment,HIGH,,,
2024-05-10,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-05-11,01:30,CNY,CPI y/y,MEDIUM,,,
2024-05-11,01:30,CNY,PPI y/y,MEDIUM,,,
2024-05-13,03:00,NZD,Inflation Expectations q/q,HIGH,,,
2024-05-13,16:45,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-05-14,06:00,GBP,Claimant Count Change,HIGH,,,
2024-05-14,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-05-14,12:30,USD,Core PPI m/m,HIGH,,,
2024-05-14,12:30,USD,PPI m/m,HIGH,,,
2024-05-14,14:00,USD,Fed Chair Powell Speaks,HIGH,,,
2024-05-15,01:30,AUD,Wage Price Index q/q,HIGH,,,
2024-05-15,12:30,USD,Core CPI m/m,HIGH,,,
2024-05-15,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-05-15,12:30,USD,CPI m/m,HIGH,,,
2024-05-15,12:30,USD,CPI y/y,HIGH,,,
2024-05-15,12:30,USD,Empire State Manufacturing Index,HIGH,,,
2024-05-15,12:30,USD,Retail Sales m/m,HIGH,,,
2024-05-15,23:50,JPY,Prelim GDP q/q,MEDIUM,,,
2024-05-16,01:30,AUD,Employment Change,HIGH,,,
2024-05-16,01:30,AUD,Unemployment Rate,HIGH,,,
2024-05-16,08:00,EUR,ECB Financial Stability Review,MEDIUM,,,
2024-05-16,12:30,USD,Unemployment Claims,HIGH,,,
2024-05-16,12:30,USD,Building Permits,MEDIUM,,,
2024-05-16,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-05-16,13:15,USD,Industrial Production m/m,MEDIUM,,,
2024-05-17,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-05-17,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-05-17,14:15,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-05-19,19:30,USD,Fed Chair Powell Speaks,MEDIUM,,,
2024-05-20,01:15,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-05-20,01:15,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-05-20,13:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-05-21,01:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2024-05-21,08:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-05-21,08:00,USD,Treasury Sec Yellen Speaks,MEDIUM,,,
2024-05-21,12:30,CAD,CPI m/m,HIGH,,,
2024-05-21,12:30,CAD,Median CPI y/y,HIGH,,,
2024-05-21,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-05-21,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-05-21,13:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-05-21,17:00,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-05-22,02:00,NZD,Official Cash Rate,HIGH,,,
2024-05-22,02:00,NZD,RBNZ Monetary Policy Statement,HIGH,,,
2024-05-22,02:00,NZD,RBNZ Rate Statement,HIGH,,,
2024-05-22,03:00,NZD,RBNZ Press Conference,MEDIUM,,,
2024-05-22,06:00,GBP,CPI y/y,HIGH,,,
2024-05-22,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-05-22,18:00,USD,FOMC Meeting Minutes,HIGH,,,
2024-05-22,20:10,NZD,RBNZ Gov Orr Speaks,MEDIUM,,,
2024-05-22,22:45,NZD,Retail Sales q/q,MEDIUM,,,
2024-05-23,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-05-23,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-05-23,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-05-23,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-05-23,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-05-23,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-05-23,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-05-23,08:30,GBP,Flash Services PMI,HIGH,,,
2024-05-23,12:30,USD,Unemployment Claims,HIGH,,,
2024-05-23,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-05-23,13:45,USD,Flash Services PMI,HIGH,,,
2024-05-23,14:00,USD,New Home Sales,MEDIUM,,,
2024-05-24,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-05-24,07:45,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-05-24,12:30,CAD,Core Retail Sales m/m,MEDIUM,,,
2024-05-24,12:30,CAD,Retail Sales m/m,MEDIUM,,,
2024-05-24,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-05-24,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-05-24,13:35,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-05-24,14:00,USD,Revised UoM Consumer Sentiment,HIGH,,,
2024-05-27,00:05,JPY,BOJ Gov Ueda Speaks,HIGH,,,
2024-05-27,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-05-28,01:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-05-28,04:55,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-05-28,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-05-28,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-05-29,01:30,AUD,CPI y/y,HIGH,,,
2024-05-29,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-05-29,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-05-30,00:00,CHF,SNB Chairman Jordan Speaks,MEDIUM,,,
2024-05-30,02:00,NZD,Annual Budget Release,MEDIUM,,,
2024-05-30,07:00,CHF,GDP q/q,MEDIUM,,,
2024-05-30,07:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-05-30,12:30,USD,Prelim GDP q/q,HIGH,,,
2024-05-30,12:30,USD,Unemployment Claims,HIGH,,,
2024-05-30,12:30,USD,Prelim GDP Price Index q/q,MEDIUM,,,
2024-05-30,14:00,USD,Pending Home Sales m/m,HIGH,,,
2024-05-30,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-05-31,01:30,CNY,Manufacturing PMI,HIGH,,,
2024-05-31,01:30,CNY,Non-Manufacturing PMI,MEDIUM,,,
2024-05-31,09:00,EUR,Core CPI Flash Estimate y/y,HIGH,,,
2024-05-31,09:00,EUR,CPI Flash Estimate y/y,HIGH,,,
2024-05-31,12:30,CAD,GDP m/m,HIGH,,,
2024-05-31,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-05-31,13:45,USD,Chicago PMI,MEDIUM,,,
2024-06-02,09:15,All,OPEC-JMMC Meetings,MEDIUM,,,
2024-06-02,10:15,All,OPEC Meetings,MEDIUM,,,
2024-06-03,13:45,USD,Final Manufacturing PMI,HIGH,,,
2024-06-03,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-06-03,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-06-04,06:30,CHF,CPI m/m,HIGH,,,
2024-06-04,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-06-05,01:30,AUD,GDP q/q,HIGH,,,
2024-06-05,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-06-05,13:45,CAD,BOC Rate Statement,HIGH,,,
2024-06-05,13:45,CAD,Overnight Rate,HIGH,,,
2024-06-05,13:45,USD,Final Services PMI,MEDIUM,,,
2024-06-05,14:00,USD,ISM Services PMI,HIGH,,,
2024-06-05,14:30,CAD,BOC Press Conference,HIGH,,,
2024-06-06,08:30,GBP,Construction PMI,MEDIUM,,,
2024-06-06,10:16,EUR,European Parliamentary Elections,MEDIUM,,,
2024-06-06,12:15,EUR,Main Refinancing Rate,HIGH,,,
2024-06-06,12:15,EUR,Monetary Policy Statement,HIGH,,,
2024-06-06,12:30,USD,Unemployment Claims,HIGH,,,
2024-06-06,12:45,EUR,ECB Press Conference,HIGH,,,
2024-06-06,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-06-07,10:16,EUR,European Parliamentary Elections,MEDIUM,,,
2024-06-07,12:30,CAD,Employment Change,HIGH,,,
2024-06-07,12:30,CAD,Unemployment Rate,HIGH,,,
2024-06-07,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-06-07,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-06-07,12:30,USD,Unemployment Rate,HIGH,,,
2024-06-08,10:16,EUR,European Parliamentary Elections,MEDIUM,,,
2024-06-09,10:16,EUR,European Parliamentary Elections,HIGH,,,
2024-06-11,06:00,GBP,Claimant Count Change,HIGH,,,
2024-06-11,06:00,GBP,Average Earnings Index 3m/y,MEDIUM,,,
2024-06-11,17:01,USD,10-y Bond Auction,MEDIUM,,,
2024-06-12,01:30,CNY,CPI y/y,MEDIUM,,,
2024-06-12,01:30,CNY,PPI y/y,MEDIUM,,,
2024-06-12,06:00,GBP,GDP m/m,HIGH,,,
2024-06-12,12:30,USD,Core CPI m/m,HIGH,,,
2024-06-12,12:30,USD,CPI m/m,HIGH,,,
2024-06-12,12:30,USD,CPI y/y,HIGH,,,
2024-06-12,18:00,USD,Federal Funds Rate,HIGH,,,
2024-06-12,18:00,USD,FOMC Economic Projections,HIGH,,,
2024-06-12,18:00,USD,FOMC Statement,HIGH,,,
2024-06-12,18:30,USD,FOMC Press Conference,HIGH,,,
2024-06-12,19:15,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-06-13,01:30,AUD,Employment Change,HIGH,,,
2024-06-13,01:30,AUD,Unemployment Rate,HIGH,,,
2024-06-13,12:30,USD,Core PPI m/m,HIGH,,,
2024-06-13,12:30,USD,PPI m/m,HIGH,,,
2024-06-13,12:30,USD,Unemployment Claims,HIGH,,,
2024-06-13,16:00,USD,Treasury Sec Yellen Speaks,MEDIUM,,,
2024-06-13,17:00,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-06-13,17:01,USD,30-y Bond Auction,MEDIUM,,,
2024-06-14,03:23,JPY,BOJ Policy Rate,HIGH,,,
2024-06-14,03:23,JPY,Monetary Policy Statement,HIGH,,,
2024-06-14,06:30,JPY,BOJ Press Conference,HIGH,,,
2024-06-14,09:03,CNY,New Loans,MEDIUM,,,
2024-06-14,14:00,USD,Prelim UoM Consumer Sentiment,HIGH,,,
2024-06-14,14:00,USD,Prelim UoM Inflation Expectations,MEDIUM,,,
2024-06-14,17:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-06-17,02:00,CNY,Industrial Production y/y,MEDIUM,,,
2024-06-17,02:00,CNY,Retail Sales y/y,MEDIUM,,,
2024-06-17,12:30,USD,Empire State Manufacturing Index,HIGH,,,
2024-06-18,04:30,AUD,Cash Rate,HIGH,,,
2024-06-18,04:30,AUD,RBA Rate Statement,HIGH,,,
2024-06-18,05:30,AUD,RBA Press Conference,MEDIUM,,,
2024-06-18,12:30,USD,Core Retail Sales m/m,HIGH,,,
2024-06-18,12:30,USD,Retail Sales m/m,HIGH,,,
2024-06-18,13:15,USD,Industrial Production m/m,MEDIUM,,,
2024-06-19,06:00,GBP,CPI y/y,HIGH,,,
2024-06-19,22:45,NZD,GDP q/q,HIGH,,,
2024-06-20,01:15,CNY,1-y Loan Prime Rate,MEDIUM,,,
2024-06-20,01:15,CNY,5-y Loan Prime Rate,MEDIUM,,,
2024-06-20,07:30,CHF,SNB Monetary Policy Assessment,HIGH,,,
2024-06-20,07:30,CHF,SNB Policy Rate,HIGH,,,
2024-06-20,08:00,CHF,SNB Press Conference,HIGH,,,
2024-06-20,11:00,GBP,Monetary Policy Summary,HIGH,,,
2024-06-20,11:00,GBP,MPC Official Bank Rate Votes,HIGH,,,
2024-06-20,11:00,GBP,Official Bank Rate,HIGH,,,
2024-06-20,12:30,USD,Unemployment Claims,HIGH,,,
2024-06-20,12:30,USD,Building Permits,MEDIUM,,,
2024-06-20,12:30,USD,Philly Fed Manufacturing Index,MEDIUM,,,
2024-06-20,20:00,USD,Treasury Currency Report,HIGH,,,
2024-06-21,06:00,GBP,Retail Sales m/m,HIGH,,,
2024-06-21,07:15,EUR,French Flash Manufacturing PMI,HIGH,,,
2024-06-21,07:15,EUR,French Flash Services PMI,HIGH,,,
2024-06-21,07:30,EUR,German Flash Manufacturing PMI,HIGH,,,
2024-06-21,07:30,EUR,German Flash Services PMI,HIGH,,,
2024-06-21,08:00,EUR,Flash Manufacturing PMI,MEDIUM,,,
2024-06-21,08:00,EUR,Flash Services PMI,MEDIUM,,,
2024-06-21,08:30,GBP,Flash Manufacturing PMI,HIGH,,,
2024-06-21,08:30,GBP,Flash Services PMI,HIGH,,,
2024-06-21,12:30,CAD,Core Retail Sales m/m,MEDIUM,,,
2024-06-21,12:30,CAD,Retail Sales m/m,MEDIUM,,,
2024-06-21,13:45,USD,Flash Manufacturing PMI,HIGH,,,
2024-06-21,13:45,USD,Flash Services PMI,HIGH,,,
2024-06-21,14:00,USD,Existing Home Sales,MEDIUM,,,
2024-06-24,07:00,USD,FOMC Member Waller Speaks,MEDIUM,,,
2024-06-24,08:00,EUR,German ifo Business Climate,MEDIUM,,,
2024-06-24,17:30,CAD,BOC Gov Macklem Speaks,HIGH,,,
2024-06-25,12:30,CAD,CPI m/m,HIGH,,,
2024-06-25,12:30,CAD,Median CPI y/y,HIGH,,,
2024-06-25,12:30,CAD,Trimmed CPI y/y,HIGH,,,
2024-06-25,12:30,CAD,Common CPI y/y,MEDIUM,,,
2024-06-25,13:00,USD,S&P/CS Composite-20 HPI y/y,MEDIUM,,,
2024-06-25,13:59,USD,Richmond Manufacturing Index,MEDIUM,,,
2024-06-25,14:00,USD,CB Consumer Confidence,HIGH,,,
2024-06-26,01:30,AUD,CPI y/y,HIGH,,,
2024-06-26,14:00,USD,New Home Sales,HIGH,,,
2024-06-27,09:30,GBP,BOE Gov Bailey Speaks,HIGH,,,
2024-06-27,12:30,USD,Final GDP q/q,HIGH,,,
2024-06-27,12:30,USD,Unemployment Claims,HIGH,,,
2024-06-27,12:30,USD,Core Durable Goods Orders m/m,MEDIUM,,,
2024-06-27,12:30,USD,Durable Goods Orders m/m,MEDIUM,,,
2024-06-27,12:30,USD,Final GDP Price Index q/q,MEDIUM,,,
2024-06-27,14:00,USD,Pending Home Sales m/m,HIGH,,,
2024-06-27,23:30,JPY,Tokyo Core CPI y/y,MEDIUM,,,
2024-06-28,01:00,USD,President Biden Speaks,MEDIUM,,,
2024-06-28,06:45,EUR,French Prelim CPI m/m,MEDIUM,,,
2024-06-28,07:00,EUR,Spanish Flash CPI y/y,MEDIUM,,,
2024-06-28,12:30,CAD,GDP m/m,HIGH,,,
2024-06-28,12:30,USD,Core PCE Price Index m/m,HIGH,,,
2024-06-28,13:45,USD,Chicago PMI,MEDIUM,,,
2024-06-28,14:00,USD,Revised UoM Consumer Sentiment,MEDIUM,,,
2024-06-30,08:30,EUR,French Parliamentary Elections,HIGH,,,
2024-07-01,06:29,EUR,German Prelim CPI m/m,HIGH,,,
2024-07-01,13:45,USD,Final Manufacturing PMI,MEDIUM,,,
2024-07-01,14:00,USD,ISM Manufacturing PMI,HIGH,,,
2024-07-01,14:00,USD,ISM Manufacturing Prices,MEDIUM,,,
2024-07-01,19:00,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-07-02,01:30,AUD,Monetary Policy Meeting Minutes,MEDIUM,,,
2024-07-02,09:00,EUR,Core CPI Flash Estimate y/y,HIGH,,,
2024-07-02,09:00,EUR,CPI Flash Estimate y/y,HIGH,,,
2024-07-02,13:30,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-07-02,13:30,USD,Fed Chair Powell Speaks,HIGH,,,
2024-07-02,14:00,USD,JOLTS Job Openings,HIGH,,,
2024-07-03,01:30,AUD,Retail Sales m/m,MEDIUM,,,
2024-07-03,12:15,USD,ADP Non-Farm Employment Change,HIGH,,,
2024-07-03,12:30,USD,Unemployment Claims,HIGH,,,
2024-07-03,13:45,USD,Final Services PMI,MEDIUM,,,
2024-07-03,14:00,USD,ISM Services PMI,HIGH,,,
2024-07-03,14:15,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-07-03,18:00,USD,FOMC Meeting Minutes,HIGH,,,
2024-07-04,06:30,CHF,CPI m/m,HIGH,,,
2024-07-04,07:30,GBP,Parliamentary Elections,HIGH,,,
2024-07-04,08:30,GBP,Construction PMI,MEDIUM,,,
2024-07-05,12:30,CAD,Employment Change,HIGH,,,
2024-07-05,12:30,CAD,Unemployment Rate,HIGH,,,
2024-07-05,12:30,USD,Average Hourly Earnings m/m,HIGH,,,
2024-07-05,12:30,USD,Non-Farm Employment Change,HIGH,,,
2024-07-05,12:30,USD,Unemployment Rate,HIGH,,,
2024-07-05,14:00,CAD,Ivey PMI,MEDIUM,,,
2024-07-05,17:15,EUR,ECB President Lagarde Speaks,MEDIUM,,,
2024-07-07,08:30,EUR,French Parliamentary Elections,HIGH,,,
2024-07-09,14:00,USD,Fed Chair Powell Testifies,HIGH,,,
2024-07-09,14:00,USD,Treasury Sec Yellen Speaks,MEDIUM,,,
